PMS Code,PMS Code Description,$ Value,Reporting Category,Active/Inactive,Dose Count
12-7,Coagulation Screen w/o FDP,180.1,Revenue Profit Categories - Lab (external),active,0
G1231,Rabbit Orchiectomy - GROUP,0.0,Revenue Profit Categories - Surgery,active,0
93-331,RC Feline Mature Consult 10kg,120.93,Diet Manufacturers - Royal Canin,active,0
93-331,RC Feline Mature Consult 10kg,120.93,Revenue Profit Categories - Diet Revenue,active,0
600-3,Dental Month Discount,0.0,Revenue Profit Categories - Dentistry,active,0
52-100,Zeniquin Tablets 100mg,7.89,Revenue Profit Categories - Drug and Medications,active,0
51-55,Tramadol 100mg/ml,2.75,Revenue Profit Categories - Drug and Medications,active,0
51-55,Tramadol 100mg/ml,2.75,Medication Breakout - Pain,active,0
66-101,Dermachlor Shampoo,36.02,Revenue Profit Categories - Drug and Medications,active,0
66-101,Dermachlor Shampoo,36.02,Medication Breakout - Derm,active,0
93-263,RC K9 Gastro Int Mod Cal 1.5kg,20.18,Diet Manufacturers - Royal Canin,active,0
93-263,RC K9 Gastro Int Mod Cal 1.5kg,20.18,Revenue Profit Categories - Diet Revenue,active,0
52-73,Amoxil 125mg/5ml Liquid 150ml,12.14,Revenue Profit Categories - Drug and Medications,active,0
1019,Glycopyrrolate Inj per ml,7.15,Revenue Profit Categories - Injections,active,0
93-150,RC K9 Hypo HP 14kg,167.77,Diet Manufacturers - Royal Canin,active,0
93-150,RC K9 Hypo HP 14kg,167.77,Revenue Profit Categories - Diet Revenue,active,0
52-58,Baytril 50mg,2.34,Revenue Profit Categories - Drug and Medications,inactive,0
100-622,Feline Metabolic & Urinary 5.44kg,98.37,Diet Manufacturers - Hill's,active,0
100-622,Feline Metabolic & Urinary 5.44kg,98.37,Revenue Profit Categories - Diet Revenue,active,0
600-20,Multiple Patient Vaccination Discount,0.0,Revenue Profit Categories - Vaccines,active,0
93-271,RC K9 Gastro Int Puppy 4kg,60.06,Diet Manufacturers - Royal Canin,active,0
14-51,Orchiectomy/Combination,118.3,Revenue Profit Categories - Surgery,active,0
93-271,RC K9 Gastro Int Puppy 4kg,60.06,Revenue Profit Categories - Diet Revenue,active,0
66-398,Benzoyl Pro 3 Shampoo,19.29,Revenue Profit Categories - Drug and Medications,active,0
66-398,Benzoyl Pro 3 Shampoo,19.29,Medication Breakout - Derm,active,0
93-453,RC FE Urinary SO + Hypo HP 3kg,68.88,Diet Manufacturers - Royal Canin,active,0
93-453,RC FE Urinary SO + Hypo HP 3kg,68.88,Revenue Profit Categories - Diet Revenue,active,0
57-37,Amlodipine0.625 mg/ml,1.23,Revenue Profit Categories - Drug and Medications,active,0
51-22,Tramadol 50mg,1.47,Revenue Profit Categories - Drug and Medications,active,0
51-22,Tramadol 50mg,1.47,Medication Breakout - Pain,active,0
51-45,Metacam Feline 15ml,80.24,Revenue Profit Categories - Drug and Medications,active,0
51-45,Metacam Feline 15ml,80.24,Medication Breakout - Pain,active,0
16-109,Surgical Suite Fee,102.6,Revenue Profit Categories - Surgery,active,0
70-328,Xian Fang Huo Ming Yin 100gr,67.1,Revenue Profit Categories - Over The Counter,active,0
51-370,Gabapentin 300mg Capsule,0.23,Revenue Profit Categories - Drug and Medications,active,0
51-370,Gabapentin 300mg Capsule,0.23,Medication Breakout - Pain,active,0
1003,Merial Purevax Feline Rabies Vaccine,13.24,Revenue Profit Categories - Vaccines,active,0
1003,Merial Purevax Feline Rabies Vaccine,13.24,Vaccinations - Rabies,active,0
93-330,RC Feline Mature Consult Mod Cal 4kg,55.75,Diet Manufacturers - Royal Canin,active,0
71-8,Vet Sol Enzadent Toothbrush kit,15.81,Revenue Profit Categories - Over The Counter,active,0
93-330,RC Feline Mature Consult Mod Cal 4kg,55.75,Revenue Profit Categories - Diet Revenue,active,0
52-28,Aposulfatrim 120mg Tablet,0.2,Revenue Profit Categories - Drug and Medications,active,0
1-525,Induce vomiting,45.9,Revenue Profit Categories - Professional Services (Other),active,0
12-406,Biopsy w/ Micro Desc. (3 Sites),109.47,Revenue Profit Categories - Lab (external),active,0
64-1,Baytril Otic 30ml,58.75,Revenue Profit Categories - Drug and Medications,active,0
64-1,Baytril Otic 30ml,58.75,Medication Breakout - Otics,active,0
12-8,Bile Acid Panel (incl. kennel charge),207.75,Revenue Profit Categories - Lab (external),active,0
301-2,Histology - 2 to 5 Tissues (True North),136.96,Revenue Profit Categories - Lab (external),active,0
94-111,PVD Feline SeniorCan (85gr),1.39,Diet Manufacturers - Purina,active,0
94-111,PVD Feline SeniorCan (85gr),1.39,Revenue Profit Categories - Diet Revenue,active,0
71-113,CET Veggie Dent Fresh X-Small (30),19.45,Revenue Profit Categories - Over The Counter,active,0
63-29,Cyclosporine With Dex 1% 10ml,67.49,Revenue Profit Categories - Drug and Medications,active,0
62-32,Thyro-Tabs 0.7mg,0.74,Revenue Profit Categories - Drug and Medications,active,0
51-105,Gabapentin 25mg Tablet,0.49,Revenue Profit Categories - Drug and Medications,active,0
51-105,Gabapentin 25mg Tablet,0.49,Medication Breakout - Pain,active,0
93-451,RC FE Urinary SO + Calm 3kg,53.85,Diet Manufacturers - Royal Canin,active,0
93-451,RC FE Urinary SO + Calm 3kg,53.85,Revenue Profit Categories - Diet Revenue,active,0
G1013,Intensive Care + Daily Exam,0.0,Revenue Profit Categories - Hospitalization,active,0
52-333,Clinacin 150mg Tablet,2.87,Revenue Profit Categories - Drug and Medications,active,0
56-16,Atopica 50mg Capsule,3.53,Revenue Profit Categories - Drug and Medications,active,0
56-16,Atopica 50mg Capsule,3.53,Medication Breakout - Derm,active,0
62-57,Vetoryl 30 mg Per Capsule,4.26,Revenue Profit Categories - Drug and Medications,active,0
70-134,Omegapro 3 Softgels Medium (90),20.42,Revenue Profit Categories - Over The Counter,active,0
1-157,Insulin Demo,53.2,Revenue Profit Categories - Professional Services (Other),active,0
7-22,Dextrose Injection IV per ml,0.04,Revenue Profit Categories - Injections,active,0
93-334,RC Feline Development Kitten 1.5kg,27.96,Diet Manufacturers - Royal Canin,active,0
93-334,RC Feline Development Kitten 1.5kg,27.96,Revenue Profit Categories - Diet Revenue,active,0
12-522,Coccidioides SPP REAL PCR,147.3,Revenue Profit Categories - Lab (external),active,0
300-28,Recheck 28days,0.0,Revenue Profit Categories - Exams,inactive,0
54-112,Omeprazole 10mg/ml per ml,0.94,Revenue Profit Categories - Drug and Medications,active,0
14-21,Canine Obese Charge,60.1,Revenue Profit Categories - Surgery,active,0
52-389,Katie's Place Aventiclav 62.5mg,0.0,Revenue Profit Categories - Drug and Medications,active,0
71-47,CET Toothpaste Poultry 70gm,11.83,Revenue Profit Categories - Over The Counter,active,0
94-100,PVD Feline UR ST/OX 7.26kg,78.63,Diet Manufacturers - Purina,active,0
18-7,Xray - Follow up 2 views,135.92,Revenue Profit Categories - Radiology,active,0
93-302,RC K9 Adult 15kg,116.52,Diet Manufacturers - Royal Canin,active,0
94-100,PVD Feline UR ST/OX 7.26kg,78.63,Revenue Profit Categories - Diet Revenue,active,0
95-16,Euk. Canine Response KO 6.8kg,57.42,Diet Manufacturers - Iams/Eukanuba,inactive,0
95-16,Euk. Canine Response KO 6.8kg,57.42,Revenue Profit Categories - Diet Revenue,inactive,0
G1269,Anesth. Induction + 10min Iso - GROUP,0.0,Revenue Profit Categories - Anesthesia,active,0
105-24,Rayne Canine Treat Kangaroo 200gr,20.79,Revenue Profit Categories - Over The Counter,active,0
14-507,Suture Removal 14 Days,0.0,Revenue Profit Categories - Professional Services (Other),active,0
53-4,Potassium Bromide 400mg/ml. per ml,0.21,Revenue Profit Categories - Drug and Medications,active,0
93-6,RC K9 Skin Support 14kg,182.28,Diet Manufacturers - Royal Canin,active,0
93-6,RC K9 Skin Support 14kg,182.28,Revenue Profit Categories - Diet Revenue,active,0
93-609,RC FE Diabetic 85gr Can,1.28,Diet Manufacturers - Royal Canin,active,0
93-609,RC FE Diabetic 85gr Can,1.28,Revenue Profit Categories - Diet Revenue,active,0
102-247,Kooky Katnip Crochet Mouse,6.5,Revenue Profit Categories - Over The Counter,active,0
93-213,RC FE Hypo HP 1.5kg,33.13,Diet Manufacturers - Royal Canin,active,0
93-213,RC FE Hypo HP 1.5kg,33.13,Revenue Profit Categories - Diet Revenue,active,0
14-10,Canine Orchiectomy < 10kg,216.72,Revenue Profit Categories - Surgery,active,0
102-13,Buster Collar 12.5,8.49,Revenue Profit Categories - Over The Counter,active,0
14-50,Feline Orch/Cryptorchid - Inguinal,273.28,Revenue Profit Categories - Surgery,active,0
62-30,Propalin 50mg/ml 30 ml,36.92,Revenue Profit Categories - Drug and Medications,active,0
69-8,Prazosin 0.5mg Capsule,0.92,Revenue Profit Categories - Drug and Medications,active,0
16-55,Entropion Repair / per lid,263.0,Revenue Profit Categories - Surgery,active,0
G1372,Diazepam for Rectal Administration,0.0,Revenue Profit Categories - Injections,inactive,0
63-17,Tobrex Ointment 3.5gm,27.39,Revenue Profit Categories - Drug and Medications,active,0
10-4,Animal Supervision over 45kg,40.1,Revenue Profit Categories - Boarding,active,0
2-1,FVRCP Vaccine 1st,28.3,Revenue Profit Categories - Vaccines,active,0
2-1,FVRCP Vaccine 1st,28.3,Vaccinations - FVRCP,active,0
18-50,Barium per ml,0.06,Revenue Profit Categories - Radiology,active,0
21-40,SQ Fluids,34.1,Revenue Profit Categories - Fluid Therapy,active,0
93-228,RC FE Reduced Protein - Can,2.51,Diet Manufacturers - Royal Canin,inactive,0
93-228,RC FE Reduced Protein - Can,2.51,Revenue Profit Categories - Diet Revenue,inactive,0
100-271,Feline M/D 1.8kg,36.24,Diet Manufacturers - Hill's,active,0
100-271,Feline M/D 1.8kg,36.24,Revenue Profit Categories - Diet Revenue,active,0
102-31,No-Sorb Litter,7.85,Revenue Profit Categories - Over The Counter,active,0
1-13,Medical Progress Exam- No Charge,0.0,Revenue Profit Categories - Exams,active,0
1-13,Medical Progress Exam- No Charge,0.0,Other - Med Prog Exam,active,0
21-252,SQ Fluid In Clinic Kit,0.0,Revenue Profit Categories - Fluid Therapy,active,0
62-64,Phenylpropanolamine 100mg/ml,1.33,Revenue Profit Categories - Drug and Medications,active,0
57-42,Hycodan 5mg Tablet,2.55,Revenue Profit Categories - Drug and Medications,active,0
57-42,Hycodan 5mg Tablet,2.55,Medication Breakout - Pain,active,0
64-111,Triz EDTA/Baytril 10ml/Dex 5ml (100ml),47.25,Revenue Profit Categories - Drug and Medications,active,0
64-111,Triz EDTA/Baytril 10ml/Dex 5ml (100ml),47.25,Medication Breakout - Otics,active,0
70-38,Nutri-cal,17.93,Revenue Profit Categories - Over The Counter,active,0
16-31,Mass Removal Per 10 minutes,96.86,Revenue Profit Categories - Surgery,active,0
10-3,Animal Supervision 23-45kg,36.2,Revenue Profit Categories - Boarding,active,0
100-196,Canine K/D - Can,4.57,Diet Manufacturers - Hill's,active,0
100-196,Canine K/D - Can,4.57,Revenue Profit Categories - Diet Revenue,active,0
18-21,Telemedicine Rad Consult -Super Stat,285.05,Revenue Profit Categories - Radiology,active,0
30-1025,Fluoxetine 100mg/ml TD gel,11.36,Revenue Profit Categories - Drug and Medications,active,0
301-50,Free T4 (True North),236.26,Revenue Profit Categories - Lab (external),active,0
63-52,BNP - Summit,24.6,Revenue Profit Categories - Drug and Medications,inactive,0
1031,Dexdomitor Inj per ml,26.05,Revenue Profit Categories - Anesthesia,active,0
302-8,T4 (Total) + SDMA - In house,73.4,Revenue Profit Categories - Lab (in-house),active,0
93-236,RC FE Sensitivity VR - Can,2.94,Diet Manufacturers - Royal Canin,active,0
93-236,RC FE Sensitivity VR - Can,2.94,Revenue Profit Categories - Diet Revenue,active,0
14-501,Pre-Surgical Exam:,0.0,Revenue Profit Categories - Exams,active,0
51-236,Trazodone 50mg Tab,0.19,Revenue Profit Categories - Drug and Medications,active,0
1-106,International Health Certificate,77.3,Revenue Profit Categories - Professional Services (Other),active,0
56-5,PREDNISOLONE 1mg/ml,0.23,Revenue Profit Categories - Drug and Medications,inactive,0
71-38,CET Veggie Dent Chews Small,20.48,Revenue Profit Categories - Over The Counter,inactive,0
52-79,Aventiclav 375mg,2.67,Revenue Profit Categories - Drug and Medications,active,0
6-5,Hot Spot Treatment,56.7,Revenue Profit Categories - Professional Services (Other),active,0
600-101,Account Adjustment,0.0,Revenue Profit Categories - Adjustments,active,0
52-5,Amoxil 125mg/5ml Liquid 75ml,5.78,Revenue Profit Categories - Drug and Medications,active,0
62-68,Methimazole 25mg/ml Trans. syringe 1cc,7.4,Revenue Profit Categories - Drug and Medications,active,0
93-322,RC Feline Adult 4.5kg,69.38,Diet Manufacturers - Royal Canin,active,0
93-322,RC Feline Adult 4.5kg,69.38,Revenue Profit Categories - Diet Revenue,active,0
30-1020,Therabites Mellows (30),30.73,Revenue Profit Categories - Over The Counter,active,0
62-8,Thyro-Tabs 0.3mg,0.3,Revenue Profit Categories - Drug and Medications,active,0
301-52,CBC w/diff Repeat (True North),45.61,Revenue Profit Categories - Lab (external),active,0
94-126,PVD Canine Neurocare 4.99kg,78.97,Diet Manufacturers - Purina,active,0
94-126,PVD Canine Neurocare 4.99kg,78.97,Revenue Profit Categories - Diet Revenue,active,0
1-20,Nail Trim,26.5,Revenue Profit Categories - Professional Services (Other),active,0
56-71,Apoquel 3.6mg Tablet,3.07,Revenue Profit Categories - Drug and Medications,active,0
56-71,Apoquel 3.6mg Tablet,3.07,Medication Breakout - Derm,active,0
93-427,RC K9 Sensitivity RC 8kg,93.66,Diet Manufacturers - Royal Canin,active,0
93-427,RC K9 Sensitivity RC 8kg,93.66,Revenue Profit Categories - Diet Revenue,active,0
52-38,Antirobe Capsules 25mg,0.7,Revenue Profit Categories - Drug and Medications,active,0
85-5,Douxo Micellar Solution 125ml,15.42,Medication Breakout - Derm,active,0
85-5,Douxo Micellar Solution 125ml,15.42,Revenue Profit Categories - Drug and Medications,active,0
70-34,Forbid 8gm Packet,3.42,Revenue Profit Categories - Over The Counter,active,0
7-26,Diphenhydramine Inj50mg/ml,7.05,Revenue Profit Categories - Injections,active,0
54-24,Tylosin 100mg Tablet,0.86,Revenue Profit Categories - Drug and Medications,active,0
6-20,Blood Pressure Measurement,36.2,Revenue Profit Categories - Diagnostic Imaging,active,0
57-35,Fortekor Flavour tabs 2.5mg,1.46,Revenue Profit Categories - Drug and Medications,active,0
62-1,Stilbestrol 1mg,1.57,Revenue Profit Categories - Drug and Medications,active,0
64-38,Aurizon Ear Drops 10ml,39.61,Revenue Profit Categories - Drug and Medications,active,0
33-10,Katies Place Rabbit ORCH,118.2,Revenue Profit Categories - Surgery,active,0
93-347,RC K9 Hepatic 9kg,96.31,Diet Manufacturers - Royal Canin,active,0
93-347,RC K9 Hepatic 9kg,96.31,Revenue Profit Categories - Diet Revenue,active,0
64-38,Aurizon Ear Drops 10ml,39.61,Medication Breakout - Otics,active,0
71-44,Denta Pro Oral Care Chew Large,19.48,Revenue Profit Categories - Over The Counter,active,0
G1295,Dental Cleaning & Polishing - GROUP,0.0,Revenue Profit Categories - Dentistry,active,0
G1295,Dental Cleaning & Polishing - GROUP,0.0,Preventive Care Snapshot - Dental Prophy,active,0
1-107,Travel Fee per km.,3.6,Revenue Profit Categories - Professional Services (Other),active,0
71-65,Breathalyser Poultry Toothpaste 50gr,6.99,Revenue Profit Categories - Over The Counter,active,0
94-127,PVD Feline DM Chunk & Grav Can (165gr),2.1,Diet Manufacturers - Purina,active,0
94-127,PVD Feline DM Chunk & Grav Can (165gr),2.1,Revenue Profit Categories - Diet Revenue,active,0
3-4,DA2LP/Parvo Vaccine 3 Year,28.3,Revenue Profit Categories - Vaccines,active,0
3-4,DA2LP/Parvo Vaccine 3 Year,28.3,Vaccinations - DHPP,active,0
3-4,DA2LP/Parvo Vaccine 3 Year,28.3,Vaccinations - Lepto,active,0
93-1,RC K9 Advanced Mobility 4kg,56.43,Diet Manufacturers - Royal Canin,active,0
93-1,RC K9 Advanced Mobility 4kg,56.43,Revenue Profit Categories - Diet Revenue,active,0
51-388,Tramadol 20mg/ml,1.17,Revenue Profit Categories - Drug and Medications,active,0
62-35,Vetoryl 60 mgPer Capsule,5.47,Revenue Profit Categories - Drug and Medications,active,0
22-2,Bandage Applied(Medium),21.6,Revenue Profit Categories - Professional Services (Other),active,0
93-315,RC K9 Adult Small Dog 1.5kg,16.56,Diet Manufacturers - Royal Canin,active,0
93-315,RC K9 Adult Small Dog 1.5kg,16.56,Revenue Profit Categories - Diet Revenue,active,0
93-269,RC K9 Gastro Int Low Fat 13kg,146.02,Diet Manufacturers - Royal Canin,active,0
93-269,RC K9 Gastro Int Low Fat 13kg,146.02,Revenue Profit Categories - Diet Revenue,active,0
93-148,RC Recovery - Can,4.04,Revenue Profit Categories - Diet Revenue,active,0
14-504,Surgical Procedure,0.0,Revenue Profit Categories - Surgery,active,0
65-311,Nexgard Spectra Yellow3.8-7.5kg per Tab,24.79,Revenue Profit Categories - Drug and Medications,active,1
65-311,Nexgard Spectra Yellow3.8-7.5kg per Tab,24.79,Parasiticides_External - NexGard,active,1
93-425,RC K9 Skin Care Small Dog 4kg,44.01,Diet Manufacturers - Royal Canin,active,0
93-425,RC K9 Skin Care Small Dog 4kg,44.01,Revenue Profit Categories - Diet Revenue,active,0
62-54,Felimazole 5mg Tablet,0.65,Revenue Profit Categories - Drug and Medications,active,0
40-109,Spawts Pawprint Framed w/ Etched Glass,156.0,Revenue Profit Categories - Euthanasia & Cremation,active,0
93-9,RC K9 Urinary SO 8kg,92.16,Diet Manufacturers - Royal Canin,active,0
23-22,Non-Medicated Bath - Small,36.0,Revenue Profit Categories - Grooming,active,0
93-9,RC K9 Urinary SO 8kg,92.16,Revenue Profit Categories - Diet Revenue,active,0
105-34,Rayne Canine Rabbit 3kg,57.97,Revenue Profit Categories - Diet Revenue,active,0
93-233,RC FE Reducing 3.5kg,59.29,Diet Manufacturers - Royal Canin,inactive,0
93-233,RC FE Reducing 3.5kg,59.29,Revenue Profit Categories - Diet Revenue,inactive,0
62-225,Methimazole 100mg/ml Trans. syringe 1cc,10.97,Revenue Profit Categories - Drug and Medications,active,0
63-100,Clean Ocular Tear Stain Cleanser,21.53,Revenue Profit Categories - Diagnostic Imaging,active,0
52-76,Aventiclav 62.5mg,0.6,Revenue Profit Categories - Drug and Medications,active,0
24-21,Ear Flush Major per 10 minutes,48.9,Revenue Profit Categories - Professional Services (Other),active,0
14-2,Feline Ovariohysterectomy,199.23,Revenue Profit Categories - Surgery,active,0
93-292,RC K9 Dental Small Dog 4kg,43.49,Diet Manufacturers - Royal Canin,active,0
93-292,RC K9 Dental Small Dog 4kg,43.49,Revenue Profit Categories - Diet Revenue,active,0
93-662,RC Satiety Treats K9 (500gm),13.46,Revenue Profit Categories - Over The Counter,active,0
64-24,Canaural Ear Drops 15ml,34.46,Revenue Profit Categories - Drug and Medications,active,0
16-108,Referral Surgeon Fee,0.0,Revenue Profit Categories - Surgery,active,0
62-59,Proin (PPA) Chewable Tablet 25mg,0.76,Revenue Profit Categories - Drug and Medications,active,0
600-56,Senior Month Dental Examination,0.0,Revenue Profit Categories - Exams,active,0
63-47,Optixcare Eye Wipes,11.23,Revenue Profit Categories - Drug and Medications,active,0
93-367,RC K9 Gastro Int Fibre 15kg,135.66,Diet Manufacturers - Royal Canin,active,0
93-412,RC K9 Urinary SO Small Dog 4kg,51.25,Diet Manufacturers - Royal Canin,active,0
93-412,RC K9 Urinary SO Small Dog 4kg,51.25,Revenue Profit Categories - Diet Revenue,active,0
93-500,RC FE Renal Support ECan (165gr),2.78,Diet Manufacturers - Royal Canin,active,0
93-367,RC K9 Gastro Int Fibre 15kg,135.66,Revenue Profit Categories - Diet Revenue,active,0
93-500,RC FE Renal Support ECan (165gr),2.78,Revenue Profit Categories - Diet Revenue,active,0
102-265,Miscellaneous,0.0,Revenue Profit Categories - Professional Services (Other),active,0
93-655,RC Gastro Treats FE (220gm),10.34,Revenue Profit Categories - Over The Counter,active,0
12-62,Culture & Sensitivity (Aerobic) - Follow,111.03,Revenue Profit Categories - Lab (external),active,0
94-50,PVD Feline UR 2.72kg,33.23,Diet Manufacturers - Purina,active,0
18-10,Dental Xray (additional),20.4,Revenue Profit Categories - Dentistry,active,0
56-70,Apoquel 16mg Tablet,3.07,Revenue Profit Categories - Drug and Medications,active,0
56-70,Apoquel 16mg Tablet,3.07,Medication Breakout - Derm,active,0
93-313,RC K9 Adult Large Dog 12kg,83.81,Diet Manufacturers - Royal Canin,active,0
93-313,RC K9 Adult Large Dog 12kg,83.81,Revenue Profit Categories - Diet Revenue,active,0
51-48,Tramadol 100mg Tablet,1.72,Revenue Profit Categories - Drug and Medications,active,0
51-48,Tramadol 100mg Tablet,1.72,Medication Breakout - Pain,active,0
100-237,Canine W/D 12.5kg,103.56,Diet Manufacturers - Hill's,active,0
100-237,Canine W/D 12.5kg,103.56,Revenue Profit Categories - Diet Revenue,active,0
302-10,Mini Panel (Pre-Anesthetic),98.85,Revenue Profit Categories - Lab (in-house),active,0
302-10,Mini Panel (Pre-Anesthetic),98.85,Testing - Wellness Bloodwork,active,0
302-5,Complete Chemistry Screen,129.08,Revenue Profit Categories - Lab (in-house),active,0
94-50,PVD Feline UR 2.72kg,33.23,Revenue Profit Categories - Diet Revenue,active,0
51-325,Oxycodone-Acetaminophen 5mg/325mg,0.29,Revenue Profit Categories - Drug and Medications,active,0
51-325,Oxycodone-Acetaminophen 5mg/325mg,0.29,Medication Breakout - Pain,active,0
65-261,Revolution Puppy Pack,0.0,Revenue Profit Categories - Drug and Medications,inactive,1
65-261,Revolution Puppy Pack,0.0,Parasiticides_Combo - Revolution,inactive,1
93-264,RC K9 Gastro Int Mod Calorie 4kg,48.66,Diet Manufacturers - Royal Canin,active,0
93-264,RC K9 Gastro Int Mod Calorie 4kg,48.66,Revenue Profit Categories - Diet Revenue,active,0
93-285,RC K9 Gastro Int Puppy 10kg,137.74,Diet Manufacturers - Royal Canin,active,0
93-285,RC K9 Gastro Int Puppy 10kg,137.74,Revenue Profit Categories - Diet Revenue,active,0
67-300,Isaderm Gel 15gr,35.83,Revenue Profit Categories - Drug and Medications,active,0
65-27,Milbemax 16mg per Tablet,16.4,Revenue Profit Categories - Drug and Medications,active,1
65-27,Milbemax 16mg per Tablet,16.4,Parasiticides_Internal - Milbemax,active,1
100-194,Canine I/D 15.9kg,121.3,Diet Manufacturers - Hill's,inactive,0
100-194,Canine I/D 15.9kg,121.3,Revenue Profit Categories - Diet Revenue,inactive,0
102-552,Air Bumper Collar-X Small,27.47,Revenue Profit Categories - Over The Counter,active,0
102-312,Postage and Handling,0.0,Revenue Profit Categories - Professional Services (Other),active,0
64-100,Canaural Ear Drops 25ml,49.53,Revenue Profit Categories - Drug and Medications,active,0
64-100,Canaural Ear Drops 25ml,49.53,Medication Breakout - Otics,active,0
51-19,Metacam 180ml,225.07,Revenue Profit Categories - Drug and Medications,active,0
33-8,Katies Place Recheck Exam,0.0,Revenue Profit Categories - Exams,active,0
33-8,Katies Place Recheck Exam,0.0,Other - Med Prog Exam,active,0
33-12,KP Phenobarbital 15mg Tablets,0.0,Revenue Profit Categories - Drug and Medications,active,0
51-19,Metacam 180ml,225.07,Medication Breakout - Pain,active,0
64-22,Baytril Otic 15ml,32.92,Revenue Profit Categories - Drug and Medications,active,0
64-22,Baytril Otic 15ml,32.92,Medication Breakout - Otics,active,0
93-389,RC K9 Satiety + Hypo HP 11kg,150.17,Diet Manufacturers - Royal Canin,active,0
93-389,RC K9 Satiety + Hypo HP 11kg,150.17,Revenue Profit Categories - Diet Revenue,active,0
1015,Ketamine Inj per ml,2.13,Revenue Profit Categories - Anesthesia,active,0
6-50,Tube Feeding,28.6,Revenue Profit Categories - Professional Services (Other),active,0
93-707,RC K9 Select Protein KO 14kg,117.55,Diet Manufacturers - Royal Canin,active,0
93-707,RC K9 Select Protein KO 14kg,117.55,Revenue Profit Categories - Diet Revenue,active,0
KPSNAP,Katies Place FELV/FIV SNAP,46.28,Revenue Profit Categories - Lab (in-house),active,0
KPSNAP,Katies Place FELV/FIV SNAP,46.28,Testing - FELV-FIV Test,active,0
6-1,Medical Procedure per 10 minutes,57.9,Revenue Profit Categories - Professional Services (Other),active,0
301-6,Feline Profile (True North),156.92,Revenue Profit Categories - Lab (external),active,0
301-6,Feline Profile (True North),156.92,Testing - Wellness Bloodwork,active,0
93-7,RC K9 Urinary SO 1.5kg,21.74,Revenue Profit Categories - Diet Revenue,active,0
65-21,Strongid-T per ml,0.25,Revenue Profit Categories - Drug and Medications,active,0
7-95,Lactulose per ml,0.3,Revenue Profit Categories - Drug and Medications,active,0
9-2,Daytime Hospitalization,49.6,Revenue Profit Categories - Hospitalization,active,0
7-31,Pentaspan Injection <10ml,5.5,Revenue Profit Categories - Injections,inactive,0
93-341,RC K9 Skin Care 10kg,101.5,Diet Manufacturers - Royal Canin,active,0
93-341,RC K9 Skin Care 10kg,101.5,Revenue Profit Categories - Diet Revenue,active,0
94-28,PVD Canine HA Hypo 11.3kg,130.24,Revenue Profit Categories - Diet Revenue,active,0
1-550,Laser Therapy,50.0,Revenue Profit Categories - Integrative Therapies,active,0
9-11,Daytime Hospitalization - Intensive Care,80.3,Revenue Profit Categories - Hospitalization,active,0
56-26,Atopica Feline 17ml,159.0,Revenue Profit Categories - Drug and Medications,active,0
56-26,Atopica Feline 17ml,159.0,Medication Breakout - Derm,active,0
69-11,K-Citrate 600mg/ml,0.49,Revenue Profit Categories - Drug and Medications,active,0
93-259,RC FE Satiety Support 1.5kg,31.07,Diet Manufacturers - Royal Canin,active,0
93-259,RC FE Satiety Support 1.5kg,31.07,Revenue Profit Categories - Diet Revenue,active,0
56-17,Atopica 25mg Capsule,2.28,Revenue Profit Categories - Drug and Medications,active,0
56-17,Atopica 25mg Capsule,2.28,Medication Breakout - Derm,active,0
93-306,RC K9 Development 10kg,87.51,Revenue Profit Categories - Diet Revenue,active,0
63-110,3-Biotic + H (BNPH) Ointment,19.68,Revenue Profit Categories - Drug and Medications,active,0
94-22,PVD Feline EN 4.54kg,71.54,Diet Manufacturers - Purina,active,0
94-22,PVD Feline EN 4.54kg,71.54,Revenue Profit Categories - Diet Revenue,active,0
85-9,Douxo Seborrhea Spot On 5 vials,22.4,Revenue Profit Categories - Drug and Medications,active,0
85-9,Douxo Seborrhea Spot On 5 vials,22.4,Medication Breakout - Derm,active,0
64-37,Mometamax Otic 7.5gr,34.44,Revenue Profit Categories - Drug and Medications,inactive,0
64-37,Mometamax Otic 7.5gr,34.44,Medication Breakout: Otics - Mometamax,inactive,0
64-37,Mometamax Otic 7.5gr,34.44,Medication Breakout - Otics,inactive,0
70-322,Glandex Liver Powder 70gr,36.61,Revenue Profit Categories - Over The Counter,active,0
93-308,RC K9 Development Small Dog 2kg,24.33,Diet Manufacturers - Royal Canin,active,0
93-308,RC K9 Development Small Dog 2kg,24.33,Revenue Profit Categories - Diet Revenue,active,0
12-250,Feline Screen,221.1,Revenue Profit Categories - Lab (external),active,0
12-250,Feline Screen,221.1,Testing - Wellness Bloodwork,active,0
62-53,Methimazole 10mg/ml Liquid,1.54,Revenue Profit Categories - Drug and Medications,active,0
102-339,Pill Pockets K9 Peanut Butter Small (3.2,10.87,Revenue Profit Categories - Over The Counter,active,0
70-250,Omegapro Liquid 16oz,34.79,Revenue Profit Categories - Over The Counter,active,0
93-323,RC Feline Development Kitten 3.5kg,56.96,Diet Manufacturers - Royal Canin,active,0
30-19,Clomicalm 80 MG per tablet,3.42,Revenue Profit Categories - Drug and Medications,active,0
62-80,Trilostane 15mg Capsule,1.59,Revenue Profit Categories - Drug and Medications,active,0
93-323,RC Feline Development Kitten 3.5kg,56.96,Revenue Profit Categories - Diet Revenue,active,0
