PMS Code,PMS Code Description,$ Value,Reporting Category,Active/Inactive,Dose Count
Rx1941,Benazepril 10mg Tab,0.03,Revenue Profit Categories - Drug and Medications,active,0
SI1100,Canine Immature Spay 11 - 20kg,0.0,Revenue Profit Categories - Surgery,active,0
SI2300,Feline Neuter,0.0,Revenue Profit Categories - Surgery,active,0
Tx1200,***Abscess Drain - Uncomplicated DO NOT USE,25.5,Revenue Profit Categories - Professional Services (Other),active,0
Rx2878,Clomipramine HCL 50mg/ml TD Gel,9.08,Revenue Profit Categories - Drug and Medications,active,0
Rx2875,Clomipramine HCI 25mg/ml TD Gel,7.56,Revenue Profit Categories - Drug and Medications,active,0
Rx2930,Cothivet 30ml,30.6,Revenue Profit Categories - Drug and Medications,active,0
Rx4324,Gabapentin Teva 100mg capsule,0.16,Revenue Profit Categories - Drug and Medications,active,0
Rx4324,Gabapentin Teva 100mg capsule,0.16,Medication Breakout - Pain,active,0
Rx4858,*** DO NOT USE Hepato Support capsules 180,75.23,Revenue Profit Categories - Over The Counter,active,0
Rx5260,Metacam Oral Suspension 1.5 mg/ml - 32ml,63.78,Revenue Profit Categories - Drug and Medications,active,0
Rx5260,Metacam Oral Suspension 1.5 mg/ml - 32ml,63.78,Medication Breakout - Pain,active,0
Rx5531,Mydriacyl 1 % Opthalmic 15ml,52.2,Revenue Profit Categories - Drug and Medications,active,0
Rx7625,Topagen Spray 70ml,44.96,Revenue Profit Categories - Drug and Medications,active,0
Rx7625,Topagen Spray 70ml,44.96,Medication Breakout - Derm,active,0
Rx7658,***3-Biotic+ H Opthalmic Ointment 3.5g DO NOT USE,17.2,Revenue Profit Categories - Drug and Medications,active,0
SI1900,Canine Neuter 10 - 20kg,0.0,Revenue Profit Categories - Surgery,active,0
Sx4400,Enucleation,354.0,Revenue Profit Categories - Surgery,active,0
Sx5300,Gastrotomy/10 min,66.0,Revenue Profit Categories - Surgery,active,0
TN1001,Rabies FAVN for International Travel - True North,321.3,Revenue Profit Categories - Lab (external),active,0
Tx1800,***Bandage Change DO NOT USE,40.5,Revenue Profit Categories - Professional Services (Other),active,0
MCRCkvcc,RC VDIET Canine Vegetarian 385g CASE,56.41,Diet Manufacturers - Royal Canin,active,0
MCRCkvcc,RC VDIET Canine Vegetarian 385g CASE,56.41,Revenue Profit Categories - Diet Revenue,active,0
RP8807,Osteosupport Feline Joint Care Powder Caps 60,45.98,Revenue Profit Categories - Over The Counter,active,0
RP9995,PST - Prescription Diet Cost,-1.0,Revenue Profit Categories - Diet Revenue,active,0
RP9996,PST + Food Purchased Without Script,0.0,Revenue Profit Categories - Diet Revenue,active,0
RX1692,***Cephalex Apo 250mg tablet,0.44,Revenue Profit Categories - Drug and Medications,active,0
RP1094,Recovery SA Canine-Feline 150g,30.38,Revenue Profit Categories - Over The Counter,active,0
RX2541,Syringe Take Home 3cc,0.21,Revenue Profit Categories - Over The Counter,active,0
RP2527,***Rayne SIT Canine Kangaroo 60g,6.8,Revenue Profit Categories - Over The Counter,active,0
PS1007,"Dr Nieckarz - Ultrasound-Single Organ (thyroids, ocular, bladder, thyroid mass)",364.25,Revenue Profit Categories - Diagnostic Imaging,active,0
BG1300,Soft Paws Application with own kit,18.0,Revenue Profit Categories - Grooming,active,0
HS8170,Syringe Take Home 1cc,0.26,Revenue Profit Categories - Over The Counter,active,0
RDfkrooc,Rayne Feline Kangaroo 156g can,4.33,Revenue Profit Categories - Diet Revenue,active,0
PDfkpcas,PR Diet Feline K/D Chicken Pate 156g CASE,70.57,Diet Manufacturers - Hill's,active,0
PDfkpcas,PR Diet Feline K/D Chicken Pate 156g CASE,70.57,Revenue Profit Categories - Diet Revenue,active,0
RP6192,Omegapro 3 Liquid 16oz,36.2,Revenue Profit Categories - Over The Counter,active,0
LAC2018,ProBNP ONLY - Feline (BNPF),141.9,Revenue Profit Categories - Lab (external),active,0
RDcksp9,Rayne Canine Low Fat Kangaroo Maint 400g can,5.76,Revenue Profit Categories - Diet Revenue,active,0
RDcksp9,Rayne Canine Low Fat Kangaroo Maint 400g can,5.76,Diet Types - Derm Diet,active,0
RP4681,Greenies Pill Pockets Feline Salmon 1.6 oz,9.54,Revenue Profit Categories - Over The Counter,active,0
IM5351,Potassium Chloride 40meq/20ml,0.7,Revenue Profit Categories - Injections,active,0
RP9132,Eicosa3FF SnipCaps Small Bottle (120),49.8,Revenue Profit Categories - Drug and Medications,active,0
Rx5335,Methimazole 100mg/ml TD gel,11.24,Revenue Profit Categories - Drug and Medications,active,0
RP9132,Eicosa3FF SnipCaps Small Bottle (120),49.8,Medication Breakout - Derm,active,0
RP9136,Eicosa3FF SnipCaps Large Bottle (60),41.62,Revenue Profit Categories - Drug and Medications,active,0
RP9136,Eicosa3FF SnipCaps Large Bottle (60),41.62,Medication Breakout - Derm,active,0
RP9302,***Vet Solutions Aloe & Oatmeal Shampoo 473ml DO NOT USE,19.8,Revenue Profit Categories - Drug and Medications,active,0
RP9302,***Vet Solutions Aloe & Oatmeal Shampoo 473ml DO NOT USE,19.8,Medication Breakout - Derm,active,0
MCRCkko8,RC VDIET Canine Selected Protein KO 8kg,104.28,Revenue Profit Categories - Diet Revenue,active,0
MCRCkko8,RC VDIET Canine Selected Protein KO 8kg,104.28,Diet Types - Derm Diet,active,0
Sx4460,Esophageal Feeding Tube and Sx Placement,102.32,Revenue Profit Categories - Surgery,active,0
RP2535,Caninsulin Syringes U-40 1cc 100/box,45.42,Revenue Profit Categories - Injections,active,0
LaC6102,ProBNP-Feline (BNPFV) IDEXX Advantage,107.9,Revenue Profit Categories - Lab (external),active,0
PS026,***Examination/Consultation - Travel to Mexico or US DO NOT USE,56.0,Revenue Profit Categories - Exams,active,0
LaC2017a,ProBNP Add-On Canine (BNPCa),83.9,Revenue Profit Categories - Lab (external),active,0
MCRCkrd,RC VDIET Canine Renal Support D 385g can,4.76,Diet Manufacturers - Royal Canin,active,0
MCRCkrd,RC VDIET Canine Renal Support D 385g can,4.76,Revenue Profit Categories - Diet Revenue,active,0
MCRCkrd,RC VDIET Canine Renal Support D 385g can,4.76,Diet Types - Renal,active,0
Rx3057,Deramaxx 75mg tablets,4.24,Revenue Profit Categories - Drug and Medications,active,0
Rx3057,Deramaxx 75mg tablets,4.24,Medication Breakout - Pain,active,0
RP4555,Flexadin Plus Chews Feline/Small Dog 30,71.0,Revenue Profit Categories - Over The Counter,active,0
pdcidcas,PR Diet Canine I/D Chicken&Veg Stew 354g CASE,57.53,Diet Manufacturers - Hill's,active,0
pdcidcas,PR Diet Canine I/D Chicken&Veg Stew 354g CASE,57.53,Revenue Profit Categories - Diet Revenue,active,0
pdcidcas,PR Diet Canine I/D Chicken&Veg Stew 354g CASE,57.53,Diet Types - Gastro,active,0
RP6081,Nosorb Litter Urine Container,4.16,Revenue Profit Categories - Over The Counter,active,0
Vx5005,Canine Influenza Virus Annual Vaccine,35.0,Revenue Profit Categories - Vaccines,active,0
Tx3840,***Microchip ISO PetWatch Implant w/Sx DO NOT USE,40.5,Revenue Profit Categories - Professional Services (Other),active,0
RP7662,***Ovitrol Plus w/Sprayer 475ml DO NOT USE,22.92,Revenue Profit Categories - Drug and Medications,active,0
IM5603,PropoFlo 28 10mg/ml,4.56,Revenue Profit Categories - Anesthesia,active,0
RX7618,Tobrex Ophthalmic Ointment 3.5g,32.24,Revenue Profit Categories - Drug and Medications,active,0
Vx5005,Canine Influenza Virus Annual Vaccine,35.0,Vaccinations - Influenza,active,0
RDckspc,Rayne Canine Low Fat Kangaroo Maint 400g CASE,69.1,Revenue Profit Categories - Diet Revenue,active,0
RDckspc,Rayne Canine Low Fat Kangaroo Maint 400g CASE,69.1,Diet Types - Derm Diet,active,0
Rx7910,Tylan Powder per teaspoon (2.7g),2.77,Revenue Profit Categories - Drug and Medications,active,0
MCRCkrdc,RC VDIET Canine Renal Support D 385g CASE,57.06,Diet Manufacturers - Royal Canin,active,0
MCRCkrdc,RC VDIET Canine Renal Support D 385g CASE,57.06,Revenue Profit Categories - Diet Revenue,active,0
MCRCkrdc,RC VDIET Canine Renal Support D 385g CASE,57.06,Diet Types - Renal,active,0
PS150,"***Examination - TPLO Post-Op with DVM, Prepaid DO NOT USE",0.0,Revenue Profit Categories - Exams,active,0
RP4682,Greenies Pill Pockets Feline Chicken 1.6 oz,10.1,Revenue Profit Categories - Over The Counter,active,0
mcrckd1,RC VDIET Canine Dental 3.5kg,60.78,Diet Manufacturers - Royal Canin,active,0
RP6042,Buster Nail Trimmer SM-Canine,21.12,Revenue Profit Categories - Over The Counter,active,0
Rx6387,Prednisolone 50mg/ml TD Gel,11.7,Revenue Profit Categories - Drug and Medications,active,0
Rx6387,Prednisolone 50mg/ml TD Gel,11.7,Medication Breakout - Derm,active,0
RP2903,CET Hextra Premium Chews Medium 30/pkg,19.86,Revenue Profit Categories - Over The Counter,active,0
Vx1300,Bordetella Subcutaneous 1st Vaccine,35.0,Revenue Profit Categories - Vaccines,active,0
Vx1300,Bordetella Subcutaneous 1st Vaccine,35.0,Vaccinations - Bordetella,active,0
BG1102,***Anal Gland Expression with Exam DO NOT USE,19.5,Revenue Profit Categories - Grooming,active,0
RP6030,Nail Trimmer - Feline (Salon),14.78,Revenue Profit Categories - Over The Counter,active,0
Vx2600,Lyme Annual Vaccine,35.0,Revenue Profit Categories - Vaccines,active,0
Vx2600,Lyme Annual Vaccine,35.0,Vaccinations - Lyme,active,0
Vx9999,Misc. Vaccinations,35.0,Revenue Profit Categories - Vaccines,active,0
RP6041,Buster Nail Trimmer LG-Canine,27.1,Revenue Profit Categories - Over The Counter,active,0
Ax0900,*Anesthetic Protocol,0.0,Revenue Profit Categories - Anesthesia,active,0
MCRCfrs2,RC VDIET Feline Renal Support S 1.37kg,28.21,Diet Manufacturers - Royal Canin,active,0
MCRCfrs2,RC VDIET Feline Renal Support S 1.37kg,28.21,Revenue Profit Categories - Diet Revenue,active,0
MCRCfrs2,RC VDIET Feline Renal Support S 1.37kg,28.21,Diet Types - Renal,active,0
mcrckd1,RC VDIET Canine Dental 3.5kg,60.78,Revenue Profit Categories - Diet Revenue,active,0
mcrckd1,RC VDIET Canine Dental 3.5kg,60.78,Diet Types - Dental,active,0
Dx2700,Oropharyngeal Exam,60.0,Revenue Profit Categories - Diagnostic Imaging,active,0
Rx1757,Atopica 100mg/ml Feline 17ml,135.73,Revenue Profit Categories - Drug and Medications,active,0
Rx1757,Atopica 100mg/ml Feline 17ml,135.73,Medication Breakout - Derm,active,0
RP1865,Advantage Multi Canine 20 1.0ml Teal 4.6-9kg,20.89,Revenue Profit Categories - Drug and Medications,active,1
RP1865,Advantage Multi Canine 20 1.0ml Teal 4.6-9kg,20.89,Parasiticides_Combo - Advantage Multi,active,1
RP2798,Adaptil Spray 20ml,24.22,Revenue Profit Categories - Over The Counter,active,0
Dx900,FreeStyle Libre Glucose Monitoring System Application,195.94,Revenue Profit Categories - Lab (in-house),active,0
LaH2650,*** DO NOT USE*** Cytology-Otic (includes ear swab) IH,31.95,Revenue Profit Categories - Lab (in-house),active,0
Rx5327,Methimazole 50mg/ml TD Gel,8.98,Revenue Profit Categories - Drug and Medications,active,0
RP4705,Pill Pockets / Salmon,0.0,Revenue Profit Categories - Over The Counter,active,0
rx2801,Cortavance Topical Spray Solution 76ml,43.12,Revenue Profit Categories - Drug and Medications,active,0
rx2801,Cortavance Topical Spray Solution 76ml,43.12,Medication Breakout - Derm,active,0
CF1156,***IV Catheter Replacement DO NOT USE,20.0,Revenue Profit Categories - Fluid Therapy,active,0
RP6201,OmegaPro 3 SoftGels 600mg Large/Giant Breed 90,68.06,Revenue Profit Categories - Over The Counter,active,0
IM1280,Alfaxan 10mg/ml per ml,8.5,Revenue Profit Categories - Anesthesia,active,0
RP2478,"Collar Kong Cloud 10-14"" Medium",25.52,Revenue Profit Categories - Over The Counter,active,0
Dx1938,Cardiac Consult - Echocardiogram only -IDEXX VetMedStat,228.6,Revenue Profit Categories - Diagnostic Imaging,active,0
Pdfmcuc,PR Diet Feline Metabolic + Urinary Chicken Stew 82g CASE,2.62,Diet Manufacturers - Hill's,active,0
Pdfmcuc,PR Diet Feline Metabolic + Urinary Chicken Stew 82g CASE,2.62,Revenue Profit Categories - Diet Revenue,active,0
Pdfmcuc,PR Diet Feline Metabolic + Urinary Chicken Stew 82g CASE,2.62,Diet Types - Weight,active,0
Rx6930,Sentinel 11.5mg tablets 12-22Kg Yellow,20.34,Revenue Profit Categories - Drug and Medications,active,1
Rx6930,Sentinel 11.5mg tablets 12-22Kg Yellow,20.34,Parasiticides_Combo - Sentinel,active,1
IM7000,Sodium Bicarb 8.4% Inj.,0.77,Revenue Profit Categories - Injections,active,0
Rx5274,Metacam Oral Suspension for Cats 0.5 mg/ml - 3ml,18.6,Revenue Profit Categories - Drug and Medications,active,0
Rx5274,Metacam Oral Suspension for Cats 0.5 mg/ml - 3ml,18.6,Medication Breakout - Pain,active,0
MCRCk9H9,RC VDIET Canine Hypoallergenic 9.5kg,106.4,Diet Manufacturers - Royal Canin,active,0
MCRCk9H9,RC VDIET Canine Hypoallergenic 9.5kg,106.4,Revenue Profit Categories - Diet Revenue,active,0
MCRCk9H9,RC VDIET Canine Hypoallergenic 9.5kg,106.4,Diet Types - Allergy,active,0
IM3300,Epinephrine HCl 1mg/ml,9.31,Revenue Profit Categories - Injections,active,0
PS028,***Examination/Consultation - New Pet Wellness w/ 7 days of adoption DO NOT USE,0.0,Revenue Profit Categories - Exams,active,0
PS028,***Examination/Consultation - New Pet Wellness w/ 7 days of adoption DO NOT USE,0.0,Preventive Care Snapshot - Wellness Exams,active,0
LaC3061,Biopsy 5 Mass/Lesion With Microscopic Description (WBMD5),225.0,Revenue Profit Categories - Lab (external),active,0
Si7850,Dr Brown Ultrasound Package,0.0,Revenue Profit Categories - Diagnostic Imaging,active,0
Sx3100,Cherry Eye (one),177.0,Revenue Profit Categories - Surgery,active,0
Sx3700,Dewclaw Sx w Spay/Neut-per claw,46.0,Revenue Profit Categories - Surgery,active,0
Sx4750,Femoral Head Excision- Feline / 10 min,81.0,Revenue Profit Categories - Surgery,active,0
Tx3828,***Laser Therapy Package per 30 minutes with multiple sites DO NOT USE,636.5,Revenue Profit Categories - Integrative Therapies,active,0
Tx2400,Wound Clean and Flush/10 Min,45.0,Revenue Profit Categories - Professional Services (Other),active,0
Sx6150,Mammary Gland Tumour-(radical) / 10 min,76.0,Revenue Profit Categories - Surgery,active,0
Vx1810,DA2P 1st Vaccine,35.0,Revenue Profit Categories - Vaccines,active,0
Vx1810,DA2P 1st Vaccine,35.0,Vaccinations - DHPP,active,0
Rx3720,Drontal Plus 68mg tablets,14.98,Revenue Profit Categories - Drug and Medications,active,0
mcrcfwc5,RC VDIET Feline Weight Control 165g can,2.85,Diet Manufacturers - Royal Canin,active,0
mcrcfwc5,RC VDIET Feline Weight Control 165g can,2.85,Revenue Profit Categories - Diet Revenue,active,0
mcrcfwc5,RC VDIET Feline Weight Control 165g can,2.85,Diet Types - Weight,active,0
RP2395,Boots Pawz Nat Rubber K9 XSmall,2.24,Revenue Profit Categories - Over The Counter,active,0
MCRCkv14,RC VDIET Canine Vegetarian 13kg,131.36,Diet Manufacturers - Royal Canin,active,0
MCRCkv14,RC VDIET Canine Vegetarian 13kg,131.36,Revenue Profit Categories - Diet Revenue,active,0
MCRCkv14,RC VDIET Canine Vegetarian 13kg,131.36,Diet Types - Derm Diet,active,0
Xr3355,***Xray - Thorax 3 views do not use,220.0,Revenue Profit Categories - Radiology,active,0
IM4225,Metoclopramide HCL 5mg/ml,15.2,Revenue Profit Categories - Drug and Medications,active,0
DS3250,Synergy Dental Bone Graft,41.35,Revenue Profit Categories - Dentistry,active,0
LaH6100,***Urinalysis-Dip Stick Only DO NOT USE,23.0,Revenue Profit Categories - Lab (in-house),active,0
Rx0014,Advantix II Medium Dog (4.6kg-11kg),19.74,Revenue Profit Categories - Drug and Medications,active,1
Rx0014,Advantix II Medium Dog (4.6kg-11kg),19.74,Parasiticides_External - Advantix,active,1
TN1072,Biopsy Full Report 6-8 Tissues - True North,250.0,Revenue Profit Categories - Lab (external),active,0
RP8055,Pill Wrap,13.9,Revenue Profit Categories - Over The Counter,active,0
RP2810,Vetradent Dental Wipes 60/pk,30.8,Revenue Profit Categories - Over The Counter,active,0
RP5300,Laxatone Tuna 70.9gm,13.48,Revenue Profit Categories - Over The Counter,active,0
Rx3909,Enisyl-F Pump 100ml,34.66,Revenue Profit Categories - Over The Counter,active,0
LaC1010,Chemistry Screen (CHMSCW),107.9,Revenue Profit Categories - Lab (external),active,0
Rx5960,Panacur 10% Suspension,0.35,Revenue Profit Categories - Drug and Medications,active,0
Rx6380,Prednisolone Acetate Ophth 1% Sol 5ml,19.04,Revenue Profit Categories - Drug and Medications,active,0
PDfmcss,PR Diet Feline Metabolic Chicken&Vegetable Stew 82g CASE,46.67,Diet Manufacturers - Hill's,active,0
PDfmcss,PR Diet Feline Metabolic Chicken&Vegetable Stew 82g CASE,46.67,Revenue Profit Categories - Diet Revenue,active,0
PDfmcss,PR Diet Feline Metabolic Chicken&Vegetable Stew 82g CASE,46.67,Diet Types - Weight,active,0
Rx3056,Deramaxx 25mg tablets,2.68,Revenue Profit Categories - Drug and Medications,active,0
Rx3056,Deramaxx 25mg tablets,2.68,Medication Breakout - Pain,active,0
PromoCTD,PR Diet Canine T/D 2.26kg - Promo,0.0,Diet Manufacturers - Hill's,active,0
PromoCTD,PR Diet Canine T/D 2.26kg - Promo,0.0,Revenue Profit Categories - Diet Revenue,active,0
PromoCTD,PR Diet Canine T/D 2.26kg - Promo,0.0,Diet Types - Dental,active,0
PromoFCC,PR Diet Feline C/D Multicare Chicken 1.81kg - Promo,0.0,Diet Manufacturers - Hill's,active,0
LaH6051,***Urinalysis-Complete IH add on Sedivue DO NOT USE,34.11,Revenue Profit Categories - Lab (in-house),active,0
IM8375,Vitamin K1 10mg/ml,1.06,Revenue Profit Categories - Injections,active,0
RDfgicc,Rayne Feline Growth Sensitive GI 156g CASE,3.8,Revenue Profit Categories - Diet Revenue,active,0
MCRCkmc3,RC VDIET Canine Mature Consult 14kg,116.71,Diet Manufacturers - Royal Canin,active,0
MCRCkmc3,RC VDIET Canine Mature Consult 14kg,116.71,Revenue Profit Categories - Diet Revenue,active,0
MCRCkmc3,RC VDIET Canine Mature Consult 14kg,116.71,Diet Types - Wellness / Lifestage,active,0
Rx5883,Osurnia Initial Dose per ml,22.72,Revenue Profit Categories - Drug and Medications,active,0
Rx5883,Osurnia Initial Dose per ml,22.72,Medication Breakout: Otics - Osurnia,active,0
Rx5883,Osurnia Initial Dose per ml,22.72,Medication Breakout - Otics,active,0
LaH6052,Urinalysis- Sedivue Free U/A Day! ($55 value),0.0,Revenue Profit Categories - Lab (in-house),active,0
Rx6784,Revolution Plus Feline 2.6-5kg Orange,19.1,Revenue Profit Categories - Drug and Medications,active,1
Rx6784,Revolution Plus Feline 2.6-5kg Orange,19.1,Parasiticides_Combo - Revolution,active,1
LaC3056,Biopsy 2 Mass/Lesion With Microscopic Description (WBMD2),165.0,Revenue Profit Categories - Lab (external),active,0
Dx2300,Intraocular Pressure - Schiotz,46.0,Revenue Profit Categories - Diagnostic Imaging,active,0
Dx1942,Radiology Consult - Urgent (same day) IDEXX VetMedStat,182.9,Revenue Profit Categories - Radiology,active,0
PDfddvg1,PR Diet Feline D/D Venison/Green Pea 1.58kg,30.38,Diet Manufacturers - Hill's,active,0
PDfddvg1,PR Diet Feline D/D Venison/Green Pea 1.58kg,30.38,Revenue Profit Categories - Diet Revenue,active,0
PDfddvg1,PR Diet Feline D/D Venison/Green Pea 1.58kg,30.38,Diet Types - Derm Diet,active,0
LaC8515,Urinalysis add-on to IDEXX Panel (UNAA),55.0,Revenue Profit Categories - Lab (external),active,0
Rx5246,Metacam Oral Suspension for Cats 0.5mg/ml,7.83,Revenue Profit Categories - Drug and Medications,active,0
Rx5246,Metacam Oral Suspension for Cats 0.5mg/ml,7.83,Medication Breakout - Pain,active,0
RP1901,AeroDawg Small,105.17,Revenue Profit Categories - Over The Counter,active,0
RX8334,Zentonil Advanced 200mg tablets,2.84,Revenue Profit Categories - Drug and Medications,active,0
PVD234,PVD Feline DM Dietetic 4.5kg,78.51,Diet Manufacturers - Purina,active,0
PVD234,PVD Feline DM Dietetic 4.5kg,78.51,Revenue Profit Categories - Diet Revenue,active,0
PVD234,PVD Feline DM Dietetic 4.5kg,78.51,Diet Types - Diabetes,active,0
Rx6780,Revolution Feline for 2.6 - 7.5kg Blue,19.67,Revenue Profit Categories - Drug and Medications,active,1
Rx6780,Revolution Feline for 2.6 - 7.5kg Blue,19.67,Parasiticides_Combo - Revolution,active,1
RP1097,Sasha's Blend Powder 250gm,128.36,Revenue Profit Categories - Over The Counter,active,0
Rx3964,Famotidine 1mg/mL Oral Liquid,0.94,Revenue Profit Categories - Drug and Medications,active,0
RDrestcc,Rayne Canine Restrict CKD 369g CASE,5.7,Diet Manufacturers - Hill's,active,0
RDrestcc,Rayne Canine Restrict CKD 369g CASE,5.7,Revenue Profit Categories - Diet Revenue,active,0
LaC1072,Comprehensive Panel with Fructosamine (GER/FW),209.9,Revenue Profit Categories - Lab (external),active,0
LaC1072,Comprehensive Panel with Fructosamine (GER/FW),209.9,Testing - Wellness Bloodwork,active,0
RDfrspcs,Rayne Feline Novel Protein KGR 100g CASE,34.62,Revenue Profit Categories - Diet Revenue,active,0
RDfrspcs,Rayne Feline Novel Protein KGR 100g CASE,34.62,Diet Types - Derm Diet,active,0
PromoCCD,PR Diet Canine C/D 3.85 kg - Promo,0.0,Diet Manufacturers - Hill's,active,0
PromoCCD,PR Diet Canine C/D 3.85 kg - Promo,0.0,Revenue Profit Categories - Diet Revenue,active,0
PromoCCD,PR Diet Canine C/D 3.85 kg - Promo,0.0,Diet Types - Urinary,active,0
RDhrc,Rayne Canine Healthy Reduction MCS 369g can,5.7,Revenue Profit Categories - Diet Revenue,active,0
Bo1100,***Board 1 cat/Single Condo DO NOT USE,21.0,Revenue Profit Categories - Boarding,active,0
LaH4010,Chem Screen IH IDEXX - Canine,101.64,Revenue Profit Categories - Lab (in-house),active,0
LaH4013,Chem Screen Repeat 30 days IH IDEXX - Canine,78.28,Revenue Profit Categories - Lab (in-house),active,0
LaH4004,CBC IH Procyte,42.97,Revenue Profit Categories - Lab (in-house),active,0
Bo2300,***Board Xmas in Isolation - small DO NOT USE,45.0,Revenue Profit Categories - Boarding,active,0
PDfcdsv,PR Diet Feline C/D Chicken and Vegetable Stew 82g Can,2.4,Diet Manufacturers - Hill's,active,0
PDfcdsv,PR Diet Feline C/D Chicken and Vegetable Stew 82g Can,2.4,Revenue Profit Categories - Diet Revenue,active,0
PDfcdsv,PR Diet Feline C/D Chicken and Vegetable Stew 82g Can,2.4,Diet Types - Urinary,active,0
Prom1865,Advantage Multi Canine 20 1.0ml Teal 4.6-9kg - Promo,0.0,Revenue Profit Categories - Drug and Medications,active,1
Prom1865,Advantage Multi Canine 20 1.0ml Teal 4.6-9kg - Promo,0.0,Parasiticides_Combo - Advantage Multi,active,1
Rx4203,Isaderm Gel 15g,36.74,Revenue Profit Categories - Drug and Medications,active,0
PDccdcas,PR Diet Canine C/D Multicare chicken 12 x 370g CASE,51.03,Diet Manufacturers - Hill's,active,0
PDccdcas,PR Diet Canine C/D Multicare chicken 12 x 370g CASE,51.03,Revenue Profit Categories - Diet Revenue,active,0
PDfcdsvc,PR Diet Feline C/D Chicken and Vegetable Stew 82g CASE,57.53,Diet Manufacturers - Hill's,active,0
PDfcdsvc,PR Diet Feline C/D Chicken and Vegetable Stew 82g CASE,57.53,Revenue Profit Categories - Diet Revenue,active,0
PDfcdsvc,PR Diet Feline C/D Chicken and Vegetable Stew 82g CASE,57.53,Diet Types - Urinary,active,0
Rx1200,Activated Charcoal Paste 100mg/ml TGH,0.31,Revenue Profit Categories - Drug and Medications,active,0
Rx1688,Amoxi Apo 250mg capsule,0.4,Revenue Profit Categories - Drug and Medications,active,0
Prom1884,Advantix II Small Dog (< 4.5kg) - Promo,0.0,Revenue Profit Categories - Drug and Medications,active,1
Prom1884,Advantix II Small Dog (< 4.5kg) - Promo,0.0,Parasiticides_External - Advantix,active,1
Rx2470,Cestex Tablets 12.5mg,0.13,Revenue Profit Categories - Drug and Medications,active,0
Rx2472,Cestex Tablets 25mg,0.15,Revenue Profit Categories - Drug and Medications,active,0
Rx3318,Dolpac 2 Tab,0.05,Revenue Profit Categories - Drug and Medications,active,0
Rx4215,Isathal Eye Gel 3g,22.76,Revenue Profit Categories - Drug and Medications,active,0
Ax1650,Anesthesia Regional Nerve Block,35.0,Revenue Profit Categories - Anesthesia,active,0
RDcrss4,***Rayne Canine Urinary Protection RSS 4kg,49.9,Revenue Profit Categories - Diet Revenue,active,0
RDcrss4,***Rayne Canine Urinary Protection RSS 4kg,49.9,Diet Types - Urinary,active,0
RP8213,Shirt- Post Surgical Canine S+ 49cm,47.4,Revenue Profit Categories - Over The Counter,active,0
RP2221,First Aid Kit- Pet,49.17,Revenue Profit Categories - Over The Counter,active,0
RDcmcs,Rayne Canine Healthy Reduction MCS 400g can,5.52,Revenue Profit Categories - Diet Revenue,active,0
PDfwdmcc,PR Diet Feline W/D Minced Chicken 156g CASE,65.13,Diet Manufacturers - Hill's,active,0
PDfwdmcc,PR Diet Feline W/D Minced Chicken 156g CASE,65.13,Revenue Profit Categories - Diet Revenue,active,0
PDfwdmcc,PR Diet Feline W/D Minced Chicken 156g CASE,65.13,Diet Types - Weight,active,0
Sx2275,Surgical Theatre Fee,31.0,Revenue Profit Categories - Surgery,active,0
Tx9999,Misc. Treatment,0.0,Revenue Profit Categories - Professional Services (Other),active,0
Vx1800,DA2P 3 Year Vaccine,35.0,Revenue Profit Categories - Vaccines,active,0
Vx1800,DA2P 3 Year Vaccine,35.0,Vaccinations - DHPP,active,0
mcrcfadc,RC VDIET Feline Adult 165g can,2.9,Diet Manufacturers - Royal Canin,active,0
mcrcfadc,RC VDIET Feline Adult 165g can,2.9,Revenue Profit Categories - Diet Revenue,active,0
mcrcfadc,RC VDIET Feline Adult 165g can,2.9,Diet Types - Wellness / Lifestage,active,0
MCRCkus2,RC VDIET Canine Urinary SO 13kg,138.43,Diet Manufacturers - Royal Canin,active,0
MCRCkus2,RC VDIET Canine Urinary SO 13kg,138.43,Revenue Profit Categories - Diet Revenue,active,0
MCRCkus2,RC VDIET Canine Urinary SO 13kg,138.43,Diet Types - Urinary,active,0
IM2925,Diphenhydramine 50mg/ml,8.62,Revenue Profit Categories - Injections,active,0
PromoFCC,PR Diet Feline C/D Multicare Chicken 1.81kg - Promo,0.0,Revenue Profit Categories - Diet Revenue,active,0
PromoFCC,PR Diet Feline C/D Multicare Chicken 1.81kg - Promo,0.0,Diet Types - Urinary,active,0
Rx5326,Methimazole PEN 5mg/2Rotations,27.42,Revenue Profit Categories - Drug and Medications,active,0
Rx5450,Metronidazole 250mg/ml TD Gel,10.0,Revenue Profit Categories - Drug and Medications,active,0
RP1764,Advantage II Extra-Large Dog (>25kg),21.42,Revenue Profit Categories - Drug and Medications,active,1
RP1764,Advantage II Extra-Large Dog (>25kg),21.42,Parasiticides_External - Advantage,active,1
LaH4005,CBC Repeat IH Procyte,37.97,Revenue Profit Categories - Lab (in-house),active,0
LaH4010f,Chem Screen IH IDEXX - Feline,102.4,Revenue Profit Categories - Lab (in-house),active,0
LaH4013f,Chem Screen Repeat 30 days IH IDEXX - Feline,77.56,Revenue Profit Categories - Lab (in-house),active,0
LaH4000f,General Panel IH IDEXX - Feline,123.49,Revenue Profit Categories - Lab (in-house),active,0
LaH4000f,General Panel IH IDEXX - Feline,123.49,Testing - Wellness Bloodwork,active,0
